period,Company,Symbol,Open,Highest,Lowest,Close,Change,Change %,Volume Traded,Value Traded
1 Year,ALBABTAIN,,37.30,69.85,35.8,69,31.7,84.99,"138,353,458","36,013,212.50"
1 Year,RASAN,,71.40,122,67.59,119.3,47.9,67.09,"176,313,087","79,039,417.60"
1 Year,SAUDI CABLE,,85.00,160,82.9,137,52,61.18,"29,796,906","6,621,997.30"
1 Year,EIC,,7.70,12.24,4.89,12.2,4.5,58.44,"1,264,454,414","67,566,065.76"
1 Year,CENOMI RETAIL,,12.24,35.38,10.08,19.36,7.12,58.17,"699,762,173","13,856,490.50"
1 Year,ABO MOATI,,30.80,53.95,29.7,44,13.2,42.86,"99,887,494","23,356,105.34"
1 Year,BAHRI,,22.20,32.5,20.64,30.68,8.48,38.20,"193,870,910","13,024,909.44"
1 Year,ALMAWARID,,106.60,157.6,103.8,136,29.4,27.58,"18,594,615","8,458,013.80"
1 Year,ETIHAD ETISALAT,,55.30,69,51.5,66.9,11.6,20.98,"263,177,308","84,403,803.00"
1 Year,SEERA,,23.04,31.6,20.68,27.2,4.16,18.06,"314,684,366","11,065,214.24"
1 Year,ALMOOSA,,146.00,212,126.6,170.9,24.9,17.05,"41,477,083","1,935,069.50"
1 Year,AMAK,,72.00,84.15,46.8,84.1,12.1,16.81,"70,997,917","75,069,879.35"
1 Year,MAADEN,,53.20,68.45,37.85,59,5.8,10.90,"530,203,602","96,193,269.85"
1 Year,SENAAT,,33.00,48.85,26.3,36.08,3.08,9.33,"157,831,921","16,156,671.80"
1 Year,SNB,,34.45,41,31.55,37.62,3.17,9.20,"1,216,327,603","315,073,752.30"
1 Year,ANB,,20.76,26.26,19.5,22.6,1.84,8.86,"374,237,463","21,697,718.13"
1 Year,ALDREES,,125.20,154.4,109.6,131.4,6.2,4.95,"81,669,793","29,497,673.40"
1 Year,STC,,40.60,48.3,39.8,42.38,1.78,4.38,"909,148,906","184,265,266.12"
1 Year,JADWA REIT SAUDI,,10.40,11.38,9.7,10.84,0.44,4.23,"59,954,718","1,197,806.49"
1 Year,CHERRY,,26.40,29.54,25.9,27.5,1.1,4.17,"26,902,594","32,686,176.40"
1 Year,ALRAJHI,,94.60,113,87.8,98.3,3.7,3.91,"898,907,044","283,492,195.35"
1 Year,SHL,,17.18,24.9,15.68,17.74,0.56,3.26,"58,028,359","642,402.35"
1 Year,BSF,,16.09,18.94,15.2,16.59,0.5,3.11,"555,612,179","24,546,615.27"
1 Year,SABIC AGRI-NUTRIENTS,,113.60,125.7,94.7,117.1,3.5,3.08,"141,026,762","32,662,730.30"
1 Year,AL AZIZIAH REIT,,4.00,4.78,3.48,4.1,0.1,2.50,"78,103,643","83,987.55"
1 Year,ZAIN KSA,,10.40,13.36,10.02,10.65,0.25,2.40,"848,308,928","7,458,466.41"
1 Year,ALAWWAL,,19.30,19.58,19,19.58,0.28,1.45,"2,622,060","30,693,634.94"
1 Year,HCC,,11.46,11.7,11.36,11.6,0.14,1.22,"1,904,604","11,976,960.50"
1 Year,Sahara,,17.26,17.48,16.7,17.46,0.2,1.16,"6,375,356","67,130,506.54"
1 Year,TASHEEL,,156.60,199.4,143,158.1,1.5,0.96,"21,319,775","7,151,576.70"
1 Year,BAWAN,,49.75,63.5,42.25,50.2,0.45,0.90,"51,878,884","4,304,608.85"
1 Year,EAST PIPES,,138.00,173,100.2,139.2,1.2,0.87,"40,533,222","20,099,031.60"
1 Year,DUR,,26.80,27.3,26.4,27,0.2,0.75,"222,446","4,338,476.30"
1 Year,DAR ALARKAN,,15.08,23.94,13.84,15.15,0.07,0.46,"482,298,351","22,999,176.48"
1 Year,SABB TAKAFUL,,11.50,11.98,11.5,11.5,0,0.00,"539,556","6,349,103.58"
1 Year,MMG,,12.55,12.9,11.8,12.55,0,0.00,"5,310,626","66,213,259.00"
1 Year,WAFA INSURANCE,,9.50,10,9.3,9.5,0,0.00,"915,571","8,767,344.86"
1 Year,ALAHLIA,,14.76,15.02,14.5,14.76,0,0.00,"1,119,353","16,457,121.40"
1 Year,ATC,,34.00,34.35,33.8,34,0,0.00,"263,305","8,968,049.20"
1 Year,PETROCHEM,,45.45,46,45.4,45.45,0,0.00,"102,240","4,661,416.70"
1 Year,CGS,,10.08,10.79,9.7,10.08,0,0.00,"19,186,021","192,514,160.53"
1 Year,Weqaya Takaful,,19.39,19.75,19.15,19.39,0,0.00,"1,694,478","32,930,031.50"
1 Year,ALKHODARI,,5.39,5.76,5.18,5.39,0,0.00,"4,609,164","25,244,810.49"
1 Year,Bishah Agriculture,,69.75,81,69.75,69.75,0,0.00,"4,570,725","339,704,400.75"
1 Year,ALINMA TOKIO M,,12.80,12.84,12.06,12.8,0,0.00,"765,899","9,519,564.54"
1 Year,SANAD,,15.23,17.75,14.75,15.23,0,0.00,"1,572,218","25,722,117.10"
1 Year,SAMBA,,38.50,39.1,37.8,38.5,0,0.00,"8,954,421","343,828,273.55"
1 Year,SOLIDARITY,,14.20,14.52,14.16,14.2,0,0.00,"636,038","9,053,258.36"
1 Year,GULF GENERAL,,10.66,13.26,4.2,4.28,-6.38,-59.85,"87,099,281","255,929.43"
1 Year,UCA,,8.87,11.22,3.56,3.62,-5.25,-59.19,"92,992,374","1,649,977.88"
1 Year,NICE ONE,,45.50,69.7,19.02,19.28,-26.22,-57.63,"388,850,431","7,127,220.34"
1 Year,ANAAM HOLDING,,28.40,31,12.21,12.36,-16.04,-56.48,"176,549,676","1,103,796.93"
1 Year,NASEEJ,,92.70,115.4,42,42.6,-50.1,-54.05,"63,084,310","5,180,261.26"
1 Year,SAPTCO,,21.94,22.12,10.08,10.29,-11.65,-53.10,"121,089,330","3,015,898.14"
1 Year,JAHEZ,,34.20,40,15.23,16.12,-18.08,-52.87,"447,323,305","13,545,756.45"
1 Year,CHEMANOL,,18.62,18.94,8.59,8.99,-9.63,-51.72,"88,502,519","1,263,932.66"
1 Year,ALETIHAD,,17.76,18.98,8.38,8.6,-9.16,-51.58,"46,913,953","487,222.62"
1 Year,ALRAJHI TAKAFUL,,177.80,187,84,86.2,-91.6,-51.52,"35,437,618","9,448,268.75"
1 Year,ACWA POWER,,392.90,435.36,186.2,191,-201.9,-51.39,"83,534,056","67,387,701.00"
1 Year,SFICO,,137.40,157,67.6,68.1,-69.3,-50.44,"24,077,486","2,153,162.85"
1 Year,SAIC,,36.60,37.1,17.75,18.2,-18.4,-50.27,"111,058,210","3,126,903.35"
1 Year,TANMIAH,,127.40,133.4,59.1,63.5,-63.9,-50.16,"31,199,326","3,982,808.05"
1 Year,SAUDI GERMAN HEALTH,,74.00,84.8,36.5,36.98,-37.02,-50.03,"85,378,114","29,391,628.32"
1 Year,SRMG,,286.00,300,136.2,145,-141,-49.30,"18,536,310","23,008,827.50"
1 Year,FAKEEH CARE,,69.80,72.9,35.32,35.52,-34.28,-49.11,"101,678,317","8,341,271.40"
1 Year,ENTAJ,,65.00,72.8,32.9,34.2,-30.8,-47.38,"71,827,670","1,838,129.70"
1 Year,SAUDI DARB,,4.40,5.3,2.3,2.33,-2.07,-47.05,"2,066,873,260","2,423,891.81"
1 Year,ALAKARIA,,24.60,29.95,12.77,13.14,-11.46,-46.59,"197,374,584","4,471,253.88"
1 Year,BANAN,,7.39,8.25,3.86,3.95,-3.44,-46.55,"137,036,941","288,893.85"
1 Year,RAYDAN,,49.70,53.03,26,26.84,-22.86,-46.00,"25,100,783","150,521.58"
1 Year,MBC GROUP,,59.00,60.5,27.56,32.1,-26.9,-45.59,"300,536,757","5,130,531.80"
1 Year,SALAMA,,17.75,22.32,9.6,9.68,-8.07,-45.46,"75,180,553","718,928.36"
1 Year,UCIC,,49.25,54.5,26.16,26.9,-22.35,-45.38,"89,029,363","1,397,414.46"
1 Year,ALAMAR,,77.70,83.8,41,43.08,-34.62,-44.56,"25,789,434","1,653,439.28"
1 Year,ALMUNAJEM,,95.80,103,53,53.45,-42.35,-44.21,"38,115,712","1,658,397.25"
1 Year,RED SEA,,63.80,64.8,32.1,35.62,-28.18,-44.17,"121,445,203","2,211,468.04"
1 Year,AMIANTIT,,30.65,31.5,16.55,17.2,-13.45,-43.88,"168,140,378","1,815,682.38"
1 Year,TADCO,,15.30,16.38,8.22,8.61,-6.69,-43.73,"30,449,360","293,175.08"
1 Year,ENAYA,,12.76,13.66,7.16,7.2,-5.56,-43.57,"61,441,871","579,575.36"
1 Year,MESC,,40.30,48.05,22.28,23,-17.3,-42.93,"115,420,286","12,426,328.81"
1 Year,A.OTHAIM MARKET,,10.96,11.02,6.3,6.4,-4.56,-41.61,"374,595,010","17,618,013.72"
1 Year,AMANA INSURANCE,,10.56,11.84,6,6.18,-4.38,-41.48,"64,428,867","658,476.86"
1 Year,WAFRAH,,38.25,40.9,21.67,22.44,-15.81,-41.33,"28,227,904","561,851.07"
1 Year,WATANIYA,,22.34,27.35,12.87,13.17,-9.17,-41.05,"70,652,110","2,105,985.69"
1 Year,APC,,8.52,10.62,4.93,5.05,-3.47,-40.73,"772,572,788","6,281,034.58"
1 Year,MEDGULF,,22.02,29.65,12.8,13.08,-8.94,-40.60,"266,709,864","6,812,895.55"
1 Year,TAKWEEN,,10.80,11.16,6.15,6.42,-4.38,-40.56,"67,764,433","282,008.00"
1 Year,ALSAGR INSURANCE,,17.32,19.26,10.1,10.35,-6.97,-40.24,"103,449,217","1,214,445.88"
1 Year,HB,,55.50,58.8,32.9,33.46,-22.04,-39.71,"19,195,199","486,390.64"
1 Year,BATIC,,3.46,4.09,1.96,2.09,-1.37,-39.60,"2,050,210,321","3,513,852.35"
1 Year,LEEJAM SPORTS,,185.40,192.4,111.1,112,-73.4,-39.59,"31,449,610","6,049,145.10"
1 Year,TECO,,20.00,24.4,12.14,12.29,-7.71,-38.55,"414,990,184","4,574,526.60"
1 Year,EMAAR EC,,17.98,19.7,10.72,11.14,-6.84,-38.04,"74,271,219","802,936.53"
1 Year,ARABIAN SHIELD,,19.04,21.54,11.25,11.9,-7.14,-37.50,"66,730,128","734,411.46"
1 Year,CATRION,,129.80,144.4,80.15,82,-47.8,-36.83,"37,801,137","10,710,387.90"
1 Year,MALATH INSURANCE,,15.80,18.84,9.88,10,-5.8,-36.71,"69,598,208","2,250,054.17"
1 Year,SIPCHEM,,25.35,25.7,15.69,16.09,-9.26,-36.53,"413,537,540","19,132,773.20"
1 Year,SVCP,,36.15,42.15,21.95,22.97,-13.18,-36.46,"11,594,663","749,665.85"
1 Year,SPCC,,34.95,35.25,21,22.24,-12.71,-36.37,"20,342,381","633,725.00"
1 Year,SSP,,66.00,77.8,39.8,42.02,-23.98,-36.33,"58,746,336","3,284,948.76"
1 Year,MEPCO,,37.10,39,23.19,23.69,-13.41,-36.15,"93,990,377","4,168,065.07"
1 Year,RAOOM,,91.50,101.4,54,58.85,-32.65,-35.68,"15,261,759","930,789.40"
1 Year,EQUIPMENT HOUSE,,51.40,52.8,31.66,33.18,-18.22,-35.45,"17,017,608","1,290,766.32"
1 Year,SAL,,262.20,289.2,156,170.3,-91.9,-35.05,"48,582,444","12,211,611.70"
1 Year,HERFY FOODS,,24.84,26.85,15.5,16.15,-8.69,-34.98,"64,712,972","2,855,233.47"
1 Year,ALKHALEEJ TRNG,,32.45,35.65,20.24,21.11,-11.34,-34.95,"80,867,287","3,587,388.64"
1 Year,ARAB SEA,,6.83,7.06,4.31,4.45,-2.38,-34.85,"177,866,753","862,072.05"
1 Year,FARM SUPERSTORES,,22.82,23.98,14.04,14.93,-7.89,-34.57,"25,125,795","231,815.54"
1 Year,JOUF CEMENT,,10.16,12.94,6.39,6.7,-3.46,-34.06,"81,484,724","1,173,952.22"
1 Year,SPPC,,12.70,13.88,8,8.38,-4.32,-34.02,"94,327,944","631,202.40"
1 Year,SINAD HOLDING,,14.08,15.32,9.07,9.3,-4.78,-33.95,"62,876,168","743,621.55"
1 Year,YCC,,24.40,25.5,15.18,16.12,-8.28,-33.93,"82,570,535","18,610,761.33"
1 Year,WALAA,,18.10,25.2,10.8,11.96,-6.14,-33.92,"207,774,681","2,295,928.95"
1 Year,TALCO,,56.10,61.5,32.88,37.1,-19,-33.87,"43,178,052","772,489.46"
1 Year,NCLE,,234.00,236.2,138.2,155,-79,-33.76,"9,638,193","12,323,386.70"
1 Year,BURGERIZZR,,21.86,24.24,14.15,14.48,-7.38,-33.76,"143,923,610","2,114,459.22"
1 Year,FITAIHI GROUP,,4.38,4.87,2.85,2.91,-1.47,-33.56,"624,054,138","1,408,117.76"
1 Year,SIDC,,17.51,22.98,11.55,11.66,-5.85,-33.41,"93,366,311","15,711,740.85"
1 Year,ZOUJAJ,,56.10,58.6,36.12,37.5,-18.6,-33.16,"49,362,540","3,156,217.04"
1 Year,TAPRCO,,26.78,31.56,17.61,17.91,-8.87,-33.12,"65,969,493","1,887,468.31"
1 Year,CHUBB,,35.85,44.7,21.98,23.98,-11.87,-33.11,"81,751,176","9,710,173.11"
1 Year,ACIG,,13.06,19,8.63,8.76,-4.3,-32.92,"121,169,911","2,262,855.53"
1 Year,CHEMICAL,,10.34,10.72,6.06,6.99,-3.35,-32.40,"1,175,724,685","25,416,319.32"
1 Year,LIVA,,16.94,18.48,10.9,11.52,-5.42,-32.00,"36,606,446","280,433.20"
1 Year,EPCCO,,34.80,37.2,23,23.73,-11.07,-31.81,"30,230,652","3,148,900.34"
1 Year,SMASCO,,7.86,8.41,5.26,5.36,-2.5,-31.81,"517,569,420","3,631,822.71"
1 Year,SADAFCO,,342.60,360,232.9,234.1,-108.5,-31.67,"7,323,243","7,154,729.50"
1 Year,MIAHONA,,28.70,28.95,16.62,19.62,-9.08,-31.64,"295,981,119","4,329,611.42"
1 Year,JAZADCO,,13.08,14,8.85,8.96,-4.12,-31.50,"35,008,420","656,061.50"
1 Year,ALDAWAA,,79.60,87.3,54,54.55,-25.05,-31.47,"35,399,894","5,509,440.45"
1 Year,MARAFIQ,,57.30,57.5,36.5,39.42,-17.88,-31.20,"104,167,986","7,027,215.26"
1 Year,CITY CEMENT,,18.54,21.88,12.56,12.77,-5.77,-31.12,"64,227,381","6,950,852.09"
1 Year,FIPCO,,44.35,47.1,29.7,30.76,-13.59,-30.64,"16,508,299","517,931.92"
1 Year,2P,,12.64,13.49,8.45,8.78,-3.86,-30.54,"144,298,186","1,477,390.03"
1 Year,ALHAMMADI,,41.20,44.6,28.4,28.62,-12.58,-30.53,"113,451,600","4,478,233.82"
1 Year,OASIS,,3.32,3.57,2.18,2.31,-1.01,-30.42,"185,485,909","727,597.77"
1 Year,ALOMRAN,,38.25,41.2,24.94,26.66,-11.59,-30.30,"16,851,635","499,601.88"
1 Year,UACC,,18.12,20.34,12.29,12.73,-5.39,-29.75,"26,113,230","2,705,109.17"
1 Year,OBEIKAN GLASS,,37.00,41.6,24.59,26.14,-10.86,-29.35,"25,862,148","3,649,110.60"
1 Year,SHARQIYAH DEV,,20.10,23.76,13.85,14.21,-5.89,-29.30,"67,136,206","624,837.94"
1 Year,BINDAWOOD,,6.87,6.89,4.54,4.87,-2,-29.11,"221,130,445","2,358,276.74"
1 Year,ELM,,"1,133.40",1289,745,805,-328.4,-28.97,"18,512,982","41,927,135.00"
1 Year,BUILD STATION,,80.80,93,56.95,57.7,-23.1,-28.59,"28,751,969","2,679,956.30"
1 Year,LUMI,,74.10,81.3,51.55,53.05,-21.05,-28.41,"38,263,279","1,995,332.00"
1 Year,BUPA ARABIA,,208.00,215,140.6,149.7,-58.3,-28.03,"38,500,137","18,489,031.00"
1 Year,JABAL OMAR,,21.36,28.4,14.83,15.45,-5.91,-27.67,"943,198,173","24,033,660.01"
1 Year,TADAWUL GROUP,,225.00,230.2,158.7,162.8,-62.2,-27.64,"32,576,864","56,877,488.00"
1 Year,ALMARAI,,60.50,61.5,43.5,43.8,-16.7,-27.60,"232,774,729","30,709,777.28"
1 Year,JAZIRA TAKAFUL,,15.88,17.7,11.28,11.5,-4.38,-27.58,"26,822,267","284,714.11"
1 Year,YC,,33.35,40.55,22.59,24.2,-9.15,-27.44,"88,699,654","27,245,125.15"
1 Year,ASTRA INDUSTRIAL,,184.80,207,125.6,134.7,-50.1,-27.11,"30,879,414","4,521,640.50"
1 Year,NADEC,,25.30,28,18.02,18.62,-6.68,-26.40,"305,068,262","16,883,224.72"
1 Year,GULF UNION ALAHLIA,,15.62,17.94,10.86,11.51,-4.11,-26.31,"39,142,344","743,879.00"
1 Year,SAUDI KAYAN,,6.98,7.15,4.46,5.17,-1.81,-25.93,"1,236,767,897","12,476,082.09"
1 Year,GIG,,30.85,33,22.04,22.86,-7.99,-25.90,"29,617,274","1,091,518.65"
1 Year,NAJRAN CEMENT,,9.20,9.42,6.79,6.82,-2.38,-25.87,"88,319,858","2,200,334.58"
1 Year,ALJOUF,,60.30,62.3,40.65,44.72,-15.58,-25.84,"30,588,901","2,230,496.24"
1 Year,MOUWASAT,,93.50,95.4,65.6,69.35,-24.15,-25.83,"129,305,426","30,511,117.75"
1 Year,ARTEX,,15.40,16.9,11.1,11.44,-3.96,-25.71,"27,479,429","1,607,759.08"
1 Year,MODERN MILLS,,42.10,44.8,29.6,31.28,-10.82,-25.70,"22,119,867","2,491,678.14"
1 Year,SARCO,,73.40,75.5,52.5,54.8,-18.6,-25.34,"24,583,179","926,931.65"
1 Year,SGS,,52.90,57.1,38.7,39.5,-13.4,-25.33,"101,398,802","21,411,956.42"
1 Year,BAAN,,2.53,2.69,1.77,1.89,-0.64,-25.30,"857,078,081","3,380,842.97"
1 Year,DERAYAH,,39.00,43.9,23.04,29.14,-9.86,-25.28,"210,781,981","4,317,469.18"
1 Year,NGC,,21.94,24,15.6,16.41,-5.53,-25.21,"39,745,839","1,187,340.57"
1 Year,TCC,,12.68,14.54,9.36,9.52,-3.16,-24.92,"52,479,809","255,523.17"
1 Year,RETAL,,16.60,18.24,10.88,12.47,-4.13,-24.88,"265,438,093","19,250,498.31"
1 Year,SIIG,,17.90,20,13.1,13.49,-4.41,-24.64,"276,584,913","12,750,240.28"
1 Year,ALANDALUS,,23.68,26.8,16.7,17.87,-5.81,-24.54,"19,050,245","353,043.31"
1 Year,RIYADH CEMENT,,32.80,37.3,22.98,24.76,-8.04,-24.51,"67,161,563","8,520,554.29"
1 Year,ALKATHIRI,,2.60,2.74,1.86,1.97,-0.63,-24.23,"383,881,977","974,660.15"
1 Year,ALUJAIN,,39.05,40.05,29.16,29.64,-9.41,-24.10,"62,742,078","2,273,880.98"
1 Year,TAMKEEN,,68.10,69.9,46.8,51.9,-16.2,-23.79,"55,082,775","5,520,227.30"
1 Year,ASLAK,,28.45,31.1,19.84,21.71,-6.74,-23.69,"20,204,891","341,554.88"
1 Year,ALMAJDIAH,,13.83,14.46,9.97,10.58,-3.25,-23.50,"186,725,610","5,777,213.43"
1 Year,GASCO,,105.80,117.2,65.8,80.95,-24.85,-23.49,"19,453,113","1,018,718.25"
1 Year,QACCO,,54.10,54.6,40.5,41.6,-12.5,-23.11,"41,449,993","9,611,848.70"
1 Year,MAADANIYAH,,18.50,18.9,12.52,14.26,-4.24,-22.92,"57,845,855","844,055.78"
1 Year,ARABIAN MILLS,,51.40,52.4,37,39.66,-11.74,-22.84,"35,831,227","1,688,718.16"
1 Year,SEDCO CAPITAL REIT,,8.34,8.52,6.14,6.45,-1.89,-22.66,"38,756,680","1,757,728.13"
1 Year,AMERICANA,,2.31,2.76,1.76,1.79,-0.52,-22.51,"6,606,267,725","31,902,913.65"
1 Year,SIECO,,2.54,2.63,1.77,1.97,-0.57,-22.44,"520,061,470","2,795,013.63"
1 Year,ALJAZIRA REIT,,15.44,16.48,11.92,12,-3.44,-22.28,"21,047,229","832,865.75"
1 Year,SABIC,,70.10,70.6,53,54.5,-15.6,-22.25,"431,550,380","64,733,359.75"
1 Year,AICC,,12.70,14.08,9.7,9.9,-2.8,-22.05,"33,999,161","126,666.80"
1 Year,YANSAB,,38.45,39.05,28.25,30.02,-8.43,-21.92,"114,048,696","14,042,094.52"
1 Year,ALASEEL,,4.29,4.53,3.3,3.35,-0.94,-21.91,"193,513,386","1,425,079.15"
1 Year,ARABIAN DRILLING,,118.40,120,72,93,-25.4,-21.45,"63,366,554","11,976,797.75"
1 Year,ACC,,27.50,27.85,20.43,21.61,-5.89,-21.42,"50,581,036","2,690,337.90"
1 Year,RIYAD REIT,,6.47,6.85,4.95,5.09,-1.38,-21.33,"39,606,465","234,373.96"
1 Year,SAICO,,15.36,19.86,11.84,12.15,-3.21,-20.90,"42,694,556","422,283.91"
1 Year,DALLAH HEALTH,,157.40,164,109,124.6,-32.8,-20.84,"20,241,206","7,502,766.10"
1 Year,SOLUTIONS,,288.00,340,219.9,228,-60,-20.83,"31,296,643","15,000,518.50"
1 Year,THEEB,,76.40,80.5,57.25,60.55,-15.85,-20.75,"21,273,226","3,484,646.80"
1 Year,MUTAKAMELA,,15.22,20.38,11.28,12.07,-3.15,-20.70,"41,049,926","966,953.06"
1 Year,FIRST MILLS,,62.00,64.4,46.86,49.4,-12.6,-20.32,"17,931,811","437,280.50"
1 Year,SAUDI CERAMICS,,35.40,37.35,24,28.4,-7,-19.77,"129,319,369","3,560,430.26"
1 Year,ALSAIF GALLERY,,7.90,8.35,6.38,6.4,-1.5,-18.99,"102,407,530","791,967.84"
1 Year,SMC HEALTHCARE,,24.16,25,17.62,19.6,-4.56,-18.87,"141,433,285","6,220,965.61"
1 Year,SADR,,3.36,3.49,2.58,2.73,-0.63,-18.75,"372,396,588","1,298,016.62"
1 Year,SAUDI ELECTRICITY,,17.18,17.36,13.72,13.99,-3.19,-18.57,"359,901,983","29,119,729.06"
1 Year,ATAA,,74.50,78.7,58,60.8,-13.7,-18.39,"12,265,188","3,445,818.80"
1 Year,GO TELECOM,,113.00,118.6,80,92.25,-20.75,-18.36,"87,395,387","11,143,279.05"
1 Year,ALISTITHMAR REIT,,8.90,10.6,5.71,7.27,-1.63,-18.31,"71,462,761","107,656.16"
1 Year,SAUDI CEMENT,,43.00,46.7,35.14,35.34,-7.66,-17.81,"42,253,514","7,830,075.64"
1 Year,NAHDI,,120.80,132.1,95.6,99.3,-21.5,-17.80,"51,662,519","23,643,278.75"
1 Year,ALARABIA,,145.27,158.8,79.7,120,-25.27,-17.40,"62,873,742","60,733,634.80"
1 Year,NORTHERN CEMENT,,9.00,10.1,7.22,7.44,-1.56,-17.33,"86,992,214","1,591,209.82"
1 Year,BJAZ,,14.07,15.43,11.14,11.69,-2.38,-16.92,"738,108,077","40,661,642.05"
1 Year,SACO,,33.15,35.6,25.3,27.58,-5.57,-16.80,"32,359,546","3,142,013.86"
1 Year,CARE,,173.20,183.5,139.2,144.5,-28.7,-16.57,"29,651,976","6,618,680.80"
1 Year,FLYNAS,,77.30,84.1,60.25,64.5,-12.8,-16.56,"132,817,939","14,963,617.30"
1 Year,JADWA REIT ALHARAMAIN,,5.90,6.83,4.8,4.95,-0.95,-16.10,"28,206,249","177,134.74"
1 Year,CMCER,,8.25,9.14,6.89,6.93,-1.32,-16.00,"83,606,855","5,064,443.91"
1 Year,BUDGET SAUDI,,79.20,87.8,64,66.7,-12.5,-15.78,"49,801,030","4,212,815.60"
1 Year,SASCO,,69.10,78.2,49.02,58.25,-10.85,-15.70,"60,716,592","10,599,232.30"
1 Year,LAZURDE,,13.94,14.9,11.44,11.78,-2.16,-15.49,"59,492,501","809,250.92"
1 Year,MCDC,,98.10,114.6,67.95,82.9,-15.2,-15.49,"58,891,169","5,897,498.70"
1 Year,ALINMA,,29.20,31.3,23.94,24.74,-4.46,-15.27,"1,479,001,143","107,025,683.57"
1 Year,ALBILAD,,30.63,33.88,23.38,26,-4.63,-15.12,"414,280,971","36,956,981.82"
1 Year,SAUDI ARAMCO,,28.65,29,23.04,24.34,-4.31,-15.04,"2,935,925,243","151,402,212.68"
1 Year,LUBEREF,,116.40,116.6,81.3,98.95,-17.45,-14.99,"61,581,470","62,990,086.45"
1 Year,SHAKER,,26.85,31.95,22.35,22.9,-3.95,-14.71,"82,806,451","7,617,291.78"
1 Year,GACO,,18.98,21.46,15.12,16.2,-2.78,-14.65,"28,577,491","421,095.98"
1 Year,TAWUNIYA,,145.20,161,114.2,124,-21.2,-14.60,"83,129,087","27,352,734.90"
1 Year,KEC,,14.16,17.7,11.62,12.1,-2.06,-14.55,"120,055,867","932,277.39"
1 Year,GAS,,16.24,17.99,13.4,13.88,-2.36,-14.53,"16,074,608","1,645,289.20"
1 Year,SULAIMAN ALHABIB,,301.00,308,227.7,257.4,-43.6,-14.49,"48,404,338","26,139,786.40"
1 Year,NAMA CHEMICALS,,26.85,31.85,22.65,22.98,-3.87,-14.41,"17,801,360","4,221,940.95"
